I
1000 Generated by WorldEditor

1    229 1 0 SVMI Caracas Simon Bolivar Intl
112  10.17908666 -067.56405188  10.17902817 -067.56449161
113  10.17947268 -067.56409941
111  10.18101322 -067.55324841
112  10.18091981 -067.55239421  10.18068626 -067.55225184
111  10.18059131 -067.55273063
112  10.17993688 -067.55817308  10.18017881 -067.55823971
113  10.18028145 -067.55802558
112  10.18186476 -067.54661084  10.18187892 -067.54630885
112  10.18175153 -067.54629447  10.18160999 -067.54610753
111  10.18152506 -067.54668274
112  10.18078904 -067.55183095  10.18073242 -067.55207541
112  10.18098720 -067.55210417  10.18112874 -067.55219046
113  10.18119951 -067.55170152
110 2 0.00 120.0000 New Taxiway 1
111  10.18544439 -067.54135891
112  10.18525169 -067.54104019  10.18507539 -067.54102769
112  10.18495649 -067.54122347  10.18481709 -067.54148174
111  10.18219341 -067.54569604
111  10.18205361 -067.54554483
111  10.18485232 -067.54092328
112  10.18527695 -067.54066443  10.18552809 -067.54069630
113  10.18555391 -067.54070699
120 Linear Feature 11
111  10.18273451 -067.55916708 1
115  10.18278542 -067.55885929
120 Linear Feature 10
111  10.18182325 -067.56532970 1
115  10.18187417 -067.56505553
120 Linear Feature 9
111  10.18064917 -067.57132881 1
115  10.18081644 -067.57004765
120 Linear Feature 13
111  10.18512348 -067.54102220 1
115  10.18518447 -067.54067105
120 Linear Feature 12
111  10.18349602 -067.55308232 1
115  10.18357540 -067.55268917
21  10.18223494 -067.56813831 2 81.6700 3.0 09  PAPI-4L
14  10.17751156 -067.57065796  82.02 0 New Tower Viewpoint 2
18  10.18486544 -067.55754254 4 BCN
19  10.18190845 -067.57202777 1 WS
19  10.18484151 -067.54261128 1 WS
54 12430 TWR
55 12080 APP
51 11930 LIBERTADOR OPS
50 13275 ATIS
54 12230 TWR
54 12250 Tower

